sigungu,shelter_name,road_address,facility_name,capacity,time,x_coord,y_coord,longitude,latitude
강남구,신사동고개버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 157,기타,10,24시간,202267.7685,546616.2816,127.02565261870537,37.51902785753464
강남구,신사동고개버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 158,기타,10,24시간,202304.7038,546556.8435,127.02607023829687,37.518492226891546
강남구,신사동교회버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 217,기타,10,24시간,202701.5121,546815.9806,127.03055978711907,37.520825983885466
강남구,신사역1번출구버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 120,기타,10,24시간,201933.3523,546360.9353,127.02186908733044,37.51672793989528
강남구,신사역8번출구버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 125,기타,10,24시간,201950.3542,546453.6574,127.02206165001313,37.51756333343884
강남구,씨네시티앞버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 327,기타,10,24시간,203324.9496,547072.5653,127.0376133365255,37.523135783342504
강남구,"아가방빌딩,하나은행버스정류장그린스마트쉼터",서울특별시 강남구 테헤란로 207,기타,10,24시간,203423.8873,544695.3204,127.03872149738574,37.501716349503866
강남구,언북중학교입구버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 218,기타,10,24시간,202726.1886,546743.7406,127.03083866234631,37.520175026864074
강남구,"역삼역,포스코타워역삼버스정류장그린스마트쉼터",서울특별시 강남구 테헤란로 134,기타,10,24시간,202989.1697,544435.5441,127.03380412572001,37.4993772589438
강남구,영동119안전센터버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 332,기타,10,24시간,203380.0518,547006.4906,127.03823637363293,37.52254024853013
강남구,영동시장버스정류장그린스마트쉼터,서울특별시 강남구 학동로 106,기타,10,24시간,202006.5789,545726.3567,127.0226956574799,37.51101020547831
강남구,제일은행버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 306,기타,10,24시간,203082.6007,546884.5247,127.03487098790703,37.52144237401819
강남구,차병원차움버스정류장그린스마트쉼터,서울특별시 강남구 도산대로 442,기타,10,24시간,203896.2824,547097.8894,127.0440766446581,37.52336171891937
강남구,포스코건너편버스정류장그린스마트쉼터,서울특별시 강남구 테헤란로 443,기타,10,24시간,204915.6928,545276.9549,127.05559653492642,37.50695017080282
강남구,포스코사거리버스정류장그린스마트쉼터,서울특별시 강남구 테헤란로 507,기타,10,24시간,205103.0982,545358.6262,127.05771665745532,37.50768501632933
강남구,프리마호텔버스정류장그린스마트쉼터1,서울특별시 강남구 도산대로 513,기타,10,24시간,204373.2344,547256.875,127.0494731022013,37.52479204572486
강남구,프리마호텔버스정류장그린스마트쉼터2,서울특별시 강남구 도산대로 532,기타,10,24시간,204560.5471,547207.2405,127.0515918064237,37.52434393124753
강남구,"한국무역센터,삼성역버스정류장그린스마트쉼터",서울특별시 강남구 테헤란로 517,기타,10,24시간,205280.9416,545465.8266,127.05972885640003,37.50864989670704
강남구,"한국무역센터,삼성역버스정류장그린스마트쉼터",서울특별시 강남구 테헤란로 518,기타,10,24시간,205357.8374,545342.788,127.0605976718045,37.50754087055872
강남구,"한국자산신탁,센터필드버스정류장그린스마트쉼터",서울특별시 강남구 테헤란로 306,기타,10,24시간,203886.3787,544780.6015,127.04395236382501,37.5024829066966
강남구,한양아파트버스정류장그린스마트쉼터,서울특별시 강남구 압구정로 343,기타,10,24시간,203538.3029,547664.4865,127.04002973480141,37.52846821165846
송파구,잠실역8번출구미세먼지프리존,서울특별시 송파구 신천동 8,기타,10,09:00~18:00,209030.0417,546069.0323,127.10213953419382,37.51405574590229
강동구,고덕리엔파크3단지경로당,"서울특별시 강동구 상일로 74 , 335-802(상일동, 고덕리엔파크3단지)",노인시설,30,09:00~18:00,215360.1065,550302.8882,127.17382768468795,37.552119041747446
강동구,선린경로당,"서울특별시 강동구 명일로10나길  5 , 선린경로당(둔촌동)",노인시설,40,09:00~18:00,212781.69,548012.6898,127.14460842296782,37.53152377791339
강동구,선사현대아파트경로당,"서울특별시 강동구 상암로 11 , 113-401(암사동, 선사현대아파트)",노인시설,56,09:00~18:00,211043.7519,550447.7452,127.12498254848771,37.55348600499164
강동구,안말경로당,서울특별시 강동구 풍성로45길 11,노인시설,42,09:00~18:00,211481.6813,547980.6802,127.12990002888334,37.531252465338646
